Acidity,Aftertaste,Aroma,Balance,Body,Category One Defects,Category Two Defects,Clean Cup,Color,Country of Origin,Flavor,Grading Date,Harvest Year,Moisture Percentage,Processing Method,Quakers,Region,Sweetness,Uniformity,Variety,altitud_limpia,dataset_source,quality_label
7.67,7.25,7.67,7.42,7.42,0,2,10.0,Green,Guatemala,7.5,"August 31st, 2016",2016,0.11,Washed / Wet,2.0,nuevo oriente,10.0,10.0,Pacas,1450.0,2018_volpatto,No Specialty
7.08,7.5,7.42,7.42,7.5,0,9,10.0,Green,Brazil,7.67,"October 8th, 2015",2015/2016,0.0,Natural / Dry,0.0,south of minas,10.0,10.0,Yellow Bourbon,,2018_volpatto,No Specialty
7.67,7.5,7.58,8.42,7.83,0,0,9.33,Green,El Salvador,7.67,"July 8th, 2015",2014,0.12,Washed / Wet,0.0,apaneca,9.33,9.33,Bourbon,1500.0,2018_volpatto,No Specialty
7.58,7.42,7.58,7.42,7.42,0,2,10.0,Green,Honduras,7.5,"April 15th, 2015",2015,0.11,Washed / Wet,0.0,marcala,10.0,10.0,Catuai,1350.0,2018_volpatto,No Specialty
7.42,7.33,7.58,7.5,7.58,0,0,10.0,Blue-Green,Malawi,7.42,"November 4th, 2014",2014,0.13,Washed / Wet,0.0,mzuzu,10.0,10.0,Gesha,1180.0,2018_volpatto,No Specialty
7.42,7.42,7.75,7.33,7.33,0,0,10.0,Green,Brazil,7.58,"October 16th, 2014",2014/2015,0.11,Natural / Dry,0.0,south of minas,10.0,10.0,Bourbon,1100.0,2018_volpatto,No Specialty
7.5,7.5,7.5,7.5,7.5,0,0,10.0,Green,Taiwan,7.5,"December 26th, 2013",2013/2014,0.11,Washed / Wet,0.0,nantou,10.0,10.0,Typica,650.0,2018_volpatto,No Specialty
7.42,7.42,7.58,7.42,7.42,0,4,10.0,Blue-Green,Mexico,7.58,"July 19th, 2013",2013,0.12,Washed / Wet,0.0,veracruz,10.0,10.0,Mundo Novo,1338.0,2018_volpatto,No Specialty
7.67,7.5,7.33,7.42,7.5,0,1,10.0,Bluish-Green,United States (Hawaii),7.42,"May 3rd, 2013",2013,0.0,Natural / Dry,0.0,kona,10.0,10.0,Hawaiian Kona,,2018_volpatto,No Specialty
7.17,7.5,7.58,7.42,7.42,3,8,10.0,,Mexico,7.58,"September 27th, 2012",2012,0.16,Washed / Wet,0.0,"calnali, hidalgo",10.0,10.0,Bourbon,533.0,2018_volpatto,No Specialty
7.58,7.33,7.5,7.33,7.67,0,2,10.0,Green,Guatemala,7.5,"September 19th, 2012",2012,0.11,Washed / Wet,0.0,antigua,10.0,10.0,Bourbon,1390.8024,2018_volpatto,No Specialty
7.67,7.42,7.5,7.42,7.33,0,3,10.0,Green,Mexico,7.58,"August 31st, 2012",2012,0.13,Washed / Wet,0.0,veracruz,10.0,10.0,Bourbon,1170.0,2018_volpatto,No Specialty
7.5,7.33,7.67,7.42,7.42,0,13,10.0,Green,Mexico,7.58,"August 30th, 2012",2012,0.12,Washed / Wet,0.0,juquila,10.0,10.0,Typica,1250.0,2018_volpatto,No Specialty
7.5,7.33,7.75,7.5,7.5,2,5,10.0,Green,El Salvador,7.33,"August 21st, 2012",2012,0.0,Washed / Wet,0.0,,10.0,10.0,Other,,2018_volpatto,No Specialty
7.67,7.42,7.33,7.5,7.33,0,0,10.0,Green,Mexico,7.58,"July 11th, 2012",2012,0.11,Washed / Wet,0.0,veracruz,10.0,10.0,Typica,1100.0,2018_volpatto,No Specialty
7.58,7.42,7.42,7.5,7.42,0,3,10.0,Green,Mexico,7.5,"April 2nd, 2012",2012,0.1,Washed / Wet,0.0,canoas,10.0,10.0,Typica,900.0,2018_volpatto,No Specialty
7.33,7.67,7.5,7.33,7.58,0,1,10.0,Green,Colombia,7.42,"February 22nd, 2012",2012,0.12,Washed / Wet,0.0,huila,10.0,10.0,Caturra,1750.0,2018_volpatto,No Specialty
7.33,7.33,7.67,7.5,7.5,0,0,10.0,Green,Colombia,7.33,"February 9th, 2012",2012,0.11,Washed / Wet,0.0,huila,10.0,10.0,Caturra,1775.0,2018_volpatto,No Specialty
7.0,7.42,7.67,7.58,7.5,0,1,10.0,Green,Brazil,7.58,"January 23rd, 2012",2012,0.12,Natural / Dry,0.0,,10.0,10.0,Arusha,,2018_volpatto,No Specialty
7.25,7.58,7.17,7.67,7.58,0,2,10.0,,Colombia,7.25,"March 1st, 2011",,0.22,,0.0,cauca,10.0,10.0,,,2018_volpatto,No Specialty
7.42,7.5,7.42,7.5,7.42,0,5,10.0,Green,Brazil,7.42,"August 16th, 2016",2016,0.11,Natural / Dry,1.0,south of minas,10.0,10.0,Bourbon,934.0,2018_volpatto,No Specialty
7.42,7.17,7.5,7.5,7.5,0,2,10.0,Bluish-Green,Honduras,7.5,"June 9th, 2016",2015,0.11,Washed / Wet,1.0,comayagua,10.0,10.0,Caturra,1500.0,2018_volpatto,No Specialty
7.33,7.42,7.58,7.42,7.5,1,6,10.0,Green,"Tanzania, United Republic Of",7.42,"November 16th, 2015",2015,0.13,Washed / Wet,0.0,ruvuma,10.0,10.0,Bourbon,1650.0,2018_volpatto,No Specialty
7.5,7.42,7.42,7.33,7.5,0,1,10.0,Green,"Tanzania, United Republic Of",7.42,"October 20th, 2015",2015/2016,0.12,Washed / Wet,0.0,northern,10.0,10.0,Other,1600.0,2018_volpatto,No Specialty
7.33,7.42,6.92,7.5,7.83,0,1,10.0,Green,Brazil,7.58,"October 8th, 2015",2015/2016,0.0,Natural / Dry,0.0,south of minas,10.0,10.0,Yellow Bourbon,,2018_volpatto,No Specialty
7.75,7.17,7.42,7.67,7.25,0,0,10.0,Bluish-Green,Thailand,7.42,"June 9th, 2015",2014,0.12,Washed / Wet,0.0,thailand,10.0,10.0,,800.0,2018_volpatto,No Specialty
7.42,7.25,7.67,7.42,7.58,0,2,10.0,Green,Honduras,7.5,"April 15th, 2015",2015,0.11,Washed / Wet,0.0,marcala,10.0,10.0,Catuai,1350.0,2018_volpatto,No Specialty
7.5,7.5,7.42,7.5,7.42,0,4,10.0,Blue-Green,Guatemala,7.42,"March 21st, 2015",2014,0.09,Washed / Wet,0.0,atitlan,10.0,10.0,Bourbon,1500.0,2018_volpatto,No Specialty
7.25,7.42,7.58,7.42,7.5,0,1,10.0,Green,Brazil,7.5,"January 15th, 2015",2014,0.12,Natural / Dry,0.0,cerrado,10.0,10.0,Mundo Novo,,2018_volpatto,No Specialty
7.58,7.42,7.75,7.42,7.33,0,1,10.0,Green,"Tanzania, United Republic Of",7.42,"December 15th, 2014",2014,0.12,Washed / Wet,0.0,"ilomba vilage, mbozi",10.0,10.0,Other,1700.0,2018_volpatto,No Specialty
7.42,7.17,7.42,8.17,7.33,0,0,10.0,Green,Mexico,7.33,"July 15th, 2014",2013,0.12,Washed / Wet,0.0,veracruz,10.0,10.0,Other,1100.0,2018_volpatto,No Specialty
7.42,7.33,7.5,7.42,7.5,1,1,10.0,,Mexico,7.5,"April 10th, 2014",2013,0.1,Washed / Wet,0.0,"la concordia, chiapas",10.0,10.0,Other,1400.0,2018_volpatto,No Specialty
7.5,7.5,7.5,7.5,7.5,0,0,10.0,Green,Taiwan,7.5,"December 26th, 2013",2013/2014,0.11,Other,0.0,yunlin 雲林縣石壁,10.0,10.0,Typica,1200.0,2018_volpatto,No Specialty
7.17,7.5,7.67,7.58,7.17,0,0,10.0,Green,Taiwan,7.5,"May 29th, 2013",2012,0.0,Washed / Wet,0.0,"dongshan dist., tainan city 臺南市東山區",10.0,10.0,Typica,800.0,2018_volpatto,No Specialty
7.58,7.25,7.33,7.5,7.75,0,1,10.0,Bluish-Green,Colombia,7.25,"March 20th, 2013",2013,0.0,Washed / Wet,0.0,huila,10.0,10.0,Caturra,1750.0,2018_volpatto,No Specialty
7.5,7.0,7.5,7.5,7.33,1,9,10.0,,Mexico,7.67,"September 27th, 2012",2012,0.15,Washed / Wet,0.0,san bartolo tutotepec,10.0,10.0,Typica,1144.0,2018_volpatto,No Specialty
7.75,7.0,7.25,7.75,8.17,0,2,10.0,,Guatemala,7.75,"August 2nd, 2012",2012,0.12,Washed / Wet,0.0,oriente,9.33,10.0,Caturra,1350.0,2018_volpatto,No Specialty
7.5,7.25,7.5,7.33,7.5,0,4,10.0,Green,Mexico,7.58,"July 11th, 2012",2012,0.12,Washed / Wet,0.0,altotonga,10.0,10.0,Typica,1000.0,2018_volpatto,No Specialty
7.5,7.5,7.0,7.5,7.42,0,1,10.0,Green,Mexico,7.67,"July 2nd, 2012",2012,0.1,Washed / Wet,0.0,colima,10.0,10.0,Typica,1200.0,2018_volpatto,No Specialty
7.17,7.42,7.58,7.75,7.17,0,0,10.0,,Colombia,7.67,"February 9th, 2011",4T/10,0.08,,0.0,huila,10.0,10.0,,1800.0,2018_volpatto,No Specialty
7.42,7.42,7.5,7.42,7.5,0,3,10.0,,Indonesia,7.5,"August 3rd, 2017",2017,0.15,Washed / Wet,0.0,aceh gayo,10.0,10.0,Bourbon,1300.0,2018_volpatto,No Specialty
7.67,7.42,7.75,7.58,7.83,0,6,9.33,Green,Colombia,7.58,"February 20th, 2017",2016,0.0,Washed / Wet,7.0,huila,10.0,9.33,Caturra,,2018_volpatto,No Specialty
7.5,7.42,7.42,7.25,7.42,0,3,10.0,Green,Brazil,7.58,"August 16th, 2016",2016,0.11,Natural / Dry,1.0,south of minas,10.0,10.0,Bourbon,894.0,2018_volpatto,No Specialty
7.58,7.58,7.25,7.92,7.25,0,1,10.0,Green,Brazil,7.25,"October 8th, 2015",2015/2016,0.0,Natural / Dry,0.0,south of minas,10.0,10.0,Yellow Bourbon,,2018_volpatto,No Specialty
7.25,7.42,7.75,7.42,7.17,0,0,10.0,Blue-Green,Costa Rica,7.42,"April 10th, 2015",2015,0.0,Washed / Wet,0.0,tres rios,10.0,10.0,Caturra,1300.0,2018_volpatto,No Specialty
7.42,7.42,7.42,7.58,7.5,0,5,10.0,Green,"Tanzania, United Republic Of",7.33,"March 25th, 2015",2014,0.12,Washed / Wet,0.0,kilimanjaro,10.0,10.0,Bourbon,1500.0,2018_volpatto,No Specialty
7.33,7.5,7.42,7.5,7.33,0,3,10.0,Green,"Tanzania, United Republic Of",7.5,"January 8th, 2015",2014,0.12,Washed / Wet,0.0,ngorogoro,10.0,10.0,Other,1600.0,2018_volpatto,No Specialty
7.42,7.42,7.5,7.42,7.67,1,0,10.0,Green,Colombia,7.42,"September 12th, 2014",2013,0.11,Washed / Wet,0.0,,10.0,10.0,,,2018_volpatto,No Specialty
7.33,7.33,7.58,7.67,7.5,0,2,10.0,Green,Costa Rica,7.33,"March 21st, 2014",2013,0.11,Washed / Wet,0.0,turrialba,10.0,10.0,Caturra,,2018_volpatto,No Specialty
7.25,7.58,7.25,7.42,7.5,0,0,10.0,Bluish-Green,United States (Hawaii),7.58,"November 26th, 2012",2012,0.11,Natural / Dry,0.0,kona,10.0,10.0,Hawaiian Kona,,2018_volpatto,No Specialty
7.33,7.5,7.42,7.42,7.42,0,7,10.0,Green,Mexico,7.58,"September 10th, 2012",2012,0.13,Washed / Wet,0.0,coatepec,10.0,10.0,Typica,1300.0,2018_volpatto,No Specialty
7.5,7.42,7.5,7.5,7.25,3,13,10.0,Green,Mexico,7.42,"August 30th, 2012",2012,0.13,Washed / Wet,0.0,tapachula,10.0,10.0,Typica,1800.0,2018_volpatto,No Specialty
7.58,7.25,7.67,7.33,7.42,0,11,10.0,Green,Mexico,7.5,"July 26th, 2012",2012,0.11,Washed / Wet,0.0,coatepec,10.0,10.0,Typica,1250.0,2018_volpatto,No Specialty
7.08,7.17,7.67,7.08,7.67,0,2,10.0,Green,Vietnam,8.0,"July 23rd, 2012",2012,0.12,Natural / Dry,0.0,don duong,10.0,10.0,Other,1040.0,2018_volpatto,No Specialty
7.75,7.25,7.58,7.42,7.33,0,1,10.0,Green,Mexico,7.42,"July 11th, 2012",2012,0.11,Washed / Wet,0.0,veracruz,10.0,10.0,Typica,1250.0,2018_volpatto,No Specialty
7.58,7.33,7.33,7.83,7.08,0,2,10.0,Green,United States (Hawaii),7.5,"February 23rd, 2012",2012,0.1,Washed / Wet,0.0,kona,10.0,10.0,Hawaiian Kona,,2018_volpatto,No Specialty
7.33,7.67,7.67,7.58,7.25,1,5,10.0,,Colombia,7.42,"April 18th, 2011",January 2011,0.08,,0.0,cauca,10.0,10.0,,1600.0,2018_volpatto,No Specialty
7.5,7.17,7.5,7.42,7.5,0,1,10.0,Green,Honduras,7.5,"June 1st, 2017",2017,0.12,Washed / Wet,0.0,el paraíso,10.0,10.0,Caturra,1600.0,2018_volpatto,No Specialty
7.33,7.25,7.5,7.5,7.42,0,7,10.0,Green,Honduras,7.5,"April 6th, 2017",2016,0.1,Natural / Dry,1.0,guinope el paraíso,10.0,10.0,Caturra,1600.0,2018_volpatto,No Specialty
7.5,7.42,7.5,7.42,7.33,0,3,10.0,Green,Brazil,7.33,"August 16th, 2016",2016,0.11,Natural / Dry,2.0,south of minas,10.0,10.0,Bourbon,944.0,2018_volpatto,No Specialty
7.42,7.33,7.67,7.42,7.42,0,20,10.0,Green,"Tanzania, United Republic Of",7.33,"November 16th, 2015",2015,0.13,Washed / Wet,0.0,kilimanjaro,10.0,10.0,Other,1650.0,2018_volpatto,No Specialty
7.33,7.25,7.42,7.5,7.5,0,0,10.0,Blue-Green,Laos,7.5,"November 5th, 2015",2015,0.12,Washed / Wet,0.0,lao p.d.r.,10.0,10.0,Other,1250.0,2018_volpatto,No Specialty
7.58,7.33,7.42,7.42,7.33,0,3,10.0,Green,"Tanzania, United Republic Of",7.42,"December 18th, 2014",2014,0.12,Washed / Wet,0.0,meru,10.0,10.0,Other,1350.0,2018_volpatto,No Specialty
7.58,7.33,7.5,7.5,7.33,0,1,10.0,Bluish-Green,Malawi,7.42,"October 31st, 2014",2014,0.13,Washed / Wet,0.0,mzuzu,10.0,10.0,Gesha,2500.0,2018_volpatto,No Specialty
7.42,7.17,7.33,7.33,7.5,0,0,10.0,Green,Taiwan,7.5,"July 22nd, 2014",2013,0.09,Washed / Wet,0.0,"dongshan dist., tainan city 臺南市東山區",10.0,10.0,Typica,600.0,2018_volpatto,No Specialty
7.42,7.42,7.58,7.42,7.33,0,0,10.0,Green,Thailand,7.5,"June 20th, 2014",2013,0.11,Washed / Wet,0.0,thailand,10.0,10.0,,800.0,2018_volpatto,No Specialty
7.33,7.33,7.5,7.5,7.75,0,4,10.0,Green,Costa Rica,7.25,"June 9th, 2014",2013,0.1,Washed / Wet,0.0,central valley,10.0,10.0,Catuai,1300.0,2018_volpatto,No Specialty
7.5,7.33,7.33,7.83,7.5,0,5,10.0,Green,Honduras,7.33,"April 30th, 2014",2014,0.11,Washed / Wet,0.0,occidental,10.0,10.0,Caturra,1400.0,2018_volpatto,No Specialty
7.5,7.58,7.33,7.58,7.5,0,1,10.0,Green,Colombia,7.33,"September 13th, 2013",2013,0.11,Washed / Wet,0.0,huila,10.0,10.0,Caturra,1900.0,2018_volpatto,No Specialty
7.42,7.33,7.42,7.5,8.0,0,0,10.0,Bluish-Green,Taiwan,7.58,"June 3rd, 2013",2012,0.12,Washed / Wet,0.0,"dongshan dist., tainan city 臺南市東山區",10.0,9.33,Typica,650.0,2018_volpatto,No Specialty
7.17,7.42,7.33,7.42,7.33,0,0,10.0,Blue-Green,Brazil,7.67,"May 21st, 2013",2012,0.11,Natural / Dry,0.0,"minas gerais, br",10.0,10.0,Mundo Novo,1038.5,2018_volpatto,No Specialty
7.5,7.25,7.67,7.42,7.42,0,1,10.0,Green,Mexico,7.33,"July 11th, 2012",2012,0.12,Washed / Wet,0.0,coscomatepec,10.0,10.0,Typica,940.0,2018_volpatto,No Specialty
7.5,7.33,7.42,7.5,7.33,0,1,10.0,Green,Brazil,7.5,"June 4th, 2012",2012,0.12,Natural / Dry,0.0,south of minas,10.0,10.0,Mundo Novo,1000.0,2018_volpatto,No Specialty
7.5,7.25,7.42,7.42,7.5,0,1,10.0,Blue-Green,Brazil,7.5,"April 11th, 2012",2012,0.11,Semi-Washed / Semi-Pulped,0.0,cerrado,10.0,10.0,Catuai,1050.0,2018_volpatto,No Specialty
7.5,7.33,7.33,7.67,7.67,0,3,10.0,Green,Guatemala,7.33,"March 26th, 2012",2012,0.11,Natural / Dry,0.0,san marcos,10.0,10.0,Bourbon,,2018_volpatto,No Specialty
7.5,7.17,7.58,7.42,7.5,0,2,10.0,Green,Brazil,7.5,"February 17th, 2012",2012,0.12,Semi-Washed / Semi-Pulped,0.0,south of minas,10.0,10.0,Mundo Novo,950.0,2018_volpatto,No Specialty
7.42,7.33,7.75,7.67,7.75,0,10,10.0,Green,Guatemala,7.33,"February 1st, 2012",2012,0.0,Washed / Wet,0.0,oriente,9.33,10.0,Bourbon,1402.08,2018_volpatto,No Specialty
7.42,7.08,7.33,7.67,7.5,0,2,10.0,,Colombia,7.0,"July 29th, 2011",Mayo a Julio,0.07,,0.0,huila,10.0,10.0,Caturra,1775.0,2018_volpatto,No Specialty
7.58,7.25,7.58,7.5,7.58,0,1,10.0,Green,Guatemala,7.5,"August 22nd, 2017",2017,0.1,Washed / Wet,0.0,oriente,10.0,9.33,Bourbon,1901.0,2018_volpatto,No Specialty
7.42,7.25,7.5,7.42,7.42,0,0,10.0,Green,Guatemala,7.5,"June 22nd, 2017",2017,0.11,Washed / Wet,2.0,santa rosa,10.0,10.0,Bourbon,1219.2,2018_volpatto,No Specialty
7.33,7.25,7.58,7.5,7.42,0,1,10.0,Green,Honduras,7.5,"June 1st, 2017",2017,0.12,Washed / Wet,0.0,comayagua,10.0,10.0,Caturra,1400.0,2018_volpatto,No Specialty
7.5,7.33,7.42,7.33,7.5,0,4,10.0,Green,Brazil,7.33,"October 26th, 2016",2016 / 2017,0.11,Natural / Dry,0.0,monte carmelo,10.0,10.0,Catuai,1020.0,2018_volpatto,No Specialty
7.5,7.33,7.67,7.67,7.5,0,2,10.0,Green,El Salvador,7.58,"May 5th, 2015",2014,0.11,Washed / Wet,0.0,"el balsamo, quezaltepec",9.33,10.0,Bourbon,1250.0,2018_volpatto,No Specialty
7.83,7.17,7.58,7.33,7.17,0,7,10.0,Green,Guatemala,7.58,"April 20th, 2015",2015,0.11,Washed / Wet,0.0,nuevo oriente,10.0,10.0,Catuai,1550.0,2018_volpatto,No Specialty
7.42,7.33,7.33,7.58,7.5,0,4,10.0,Green,"Tanzania, United Republic Of",7.33,"January 6th, 2015",2014,0.12,Washed / Wet,0.0,mbeya,10.0,10.0,Other,1877.0,2018_volpatto,No Specialty
7.17,7.25,7.58,7.67,7.5,3,4,10.0,Green,Nicaragua,7.42,"July 29th, 2014",2013,0.12,Washed / Wet,0.0,,10.0,10.0,,,2018_volpatto,No Specialty
7.33,7.42,7.67,7.42,7.75,1,3,10.0,,Zambia,7.08,"June 20th, 2014",2014,0.0,Washed / Wet,0.0,mubuyu estate,10.0,10.0,Sl28,1250.0,2018_volpatto,No Specialty
7.58,7.33,7.42,7.5,7.33,0,0,10.0,Green,Honduras,7.33,"January 17th, 2014",2012,0.11,Washed / Wet,0.0,,10.0,10.0,,,2018_volpatto,No Specialty
7.25,7.42,7.5,7.5,7.5,0,0,10.0,Green,Taiwan,7.5,"December 26th, 2013",2012,0.11,Other,0.0,taichung xinshe 台中市新社區,10.0,10.0,Typica,1000.0,2018_volpatto,No Specialty
7.58,7.25,7.58,7.25,7.5,0,6,10.0,Green,Mexico,7.5,"March 29th, 2013",2013,0.12,Washed / Wet,0.0,chiapas,10.0,10.0,Bourbon,1300.0,2018_volpatto,No Specialty
7.25,7.25,7.5,7.5,7.5,2,7,10.0,,Mexico,7.5,"September 27th, 2012",2012,0.13,Semi-Washed / Semi-Pulped,0.0,"chapulhuacan, hidalgo",10.0,10.0,Typica,981.0,2018_volpatto,No Specialty
7.5,7.25,7.5,7.33,7.33,2,8,10.0,,Mexico,7.42,"September 27th, 2012",2012,0.14,Washed / Wet,0.0,"huazalingo, hidalgo",10.0,10.0,Mundo Novo,690.0,2018_volpatto,No Specialty
7.58,7.17,7.33,7.33,7.42,0,4,10.0,Green,Mexico,7.58,"July 11th, 2012",2012,0.12,Washed / Wet,0.0,veracruz,10.0,10.0,Other,1650.0,2018_volpatto,No Specialty
7.83,7.33,7.67,7.5,7.5,0,0,10.0,Green,Mexico,7.42,"July 11th, 2012",2012,0.12,Washed / Wet,0.0,fortín de las flores,10.0,9.33,Bourbon,1000.0,2018_volpatto,No Specialty
7.5,7.25,7.42,7.5,7.33,0,3,10.0,Green,Brazil,7.58,"February 29th, 2012",2012,0.12,Natural / Dry,0.0,grama valley,10.0,10.0,Mundo Novo,1100.0,2018_volpatto,No Specialty
7.58,7.33,7.67,7.33,7.33,0,1,10.0,,Colombia,7.33,"February 1st, 2011",4T/2010,0.09,,0.0,cundinamarca,10.0,10.0,,1600.0,2018_volpatto,No Specialty
7.5,7.25,7.42,7.42,7.33,1,1,10.0,Green,Guatemala,7.5,"August 22nd, 2017",2017,0.1,Washed / Wet,0.0,oriente,10.0,10.0,Bourbon,157.8864,2018_volpatto,No Specialty
7.33,7.5,7.25,7.42,7.67,1,4,10.0,Green,Costa Rica,7.33,"February 13th, 2017",2016,0.0,Pulped Natural / Honey,0.0,tarrazu,10.0,10.0,Catuai,1900.0,2018_volpatto,No Specialty
7.5,7.42,7.42,7.25,7.42,0,3,10.0,Green,Brazil,7.5,"January 20th, 2017",2016,0.11,Natural / Dry,1.0,monte carmelo,10.0,10.0,Mundo Novo,973.0,2018_volpatto,No Specialty
7.75,7.58,7.75,7.83,7.92,0,0,10.0,Green,Indonesia,7.83,"January 19th, 2017",2015,0.11,Other,1.0,bali,10.0,10.0,Other,1250.0,2018_volpatto,No Specialty
7.42,7.33,7.58,7.25,7.58,2,6,10.0,Green,Guatemala,7.5,"August 2nd, 2016",2015,0.1,Washed / Wet,0.0,norte,10.0,10.0,Bourbon,3280.0,2018_volpatto,No Specialty
7.5,6.83,7.17,7.25,7.75,0,1,10.0,Green,Brazil,7.58,"October 8th, 2015",2015/2016,0.0,Natural / Dry,0.0,south of minas,10.0,10.0,Yellow Bourbon,,2018_volpatto,No Specialty
6.92,6.92,7.58,7.5,7.67,0,0,10.0,Green,Brazil,7.0,"October 8th, 2015",2015/2016,0.0,Natural / Dry,0.0,south of minas,10.0,10.0,Yellow Bourbon,,2018_volpatto,No Specialty
7.42,7.5,7.33,7.33,7.33,0,2,10.0,Green,Myanmar,7.58,"July 17th, 2015",2015,0.0,Washed / Wet,0.0,ywar ngan,10.0,10.0,Catuai,,2018_volpatto,No Specialty
7.5,7.33,7.58,7.33,7.17,0,7,10.0,Green,Mexico,7.5,"June 25th, 2015",2015,0.11,Washed / Wet,0.0,chiapas,10.0,10.0,Catuai,1425.0,2018_volpatto,No Specialty
7.5,7.33,7.5,7.25,7.42,0,1,10.0,Green,Honduras,7.5,"May 12th, 2015",2015,0.12,Washed / Wet,0.0,marcala,10.0,10.0,Catuai,1400.0,2018_volpatto,No Specialty
7.25,7.5,7.67,7.42,7.08,0,0,10.0,Green,Costa Rica,7.5,"May 7th, 2015",2015,0.09,Washed / Wet,0.0,tres rios,10.0,10.0,Caturra,1300.0,2018_volpatto,No Specialty
7.25,7.17,7.67,7.33,7.75,0,0,10.0,Green,Taiwan,7.33,"April 30th, 2015",2014,0.0,Washed / Wet,0.0,"dongshan dist., tainan city 臺南市東山區",10.0,10.0,Typica,700.0,2018_volpatto,No Specialty
7.33,7.42,7.42,7.42,7.42,2,6,10.0,,Indonesia,7.42,"March 21st, 2015",2014,0.11,Other,0.0,lington nihuta,10.0,10.0,Typica,1300.0,2018_volpatto,No Specialty
7.33,7.33,7.58,7.42,7.33,0,0,10.0,Green,Malawi,7.42,"October 31st, 2014",2014,0.13,Washed / Wet,0.0,kakoma,10.0,10.0,Gesha,1556.0,2018_volpatto,No Specialty
7.17,7.25,7.33,7.33,7.83,0,0,10.0,Green,Brazil,7.58,"October 15th, 2014",2014/2015,0.11,Natural / Dry,0.0,south of minas,10.0,10.0,Bourbon,1100.0,2018_volpatto,No Specialty
7.33,7.33,7.5,7.33,7.33,0,4,10.0,Green,Honduras,7.5,"May 16th, 2014",2014,0.1,Natural / Dry,0.0,comayagua,10.0,10.0,Caturra,1350.0,2018_volpatto,No Specialty
7.5,7.25,7.42,7.42,7.33,0,0,10.0,Green,Mexico,7.42,"April 26th, 2014",2014,0.11,Washed / Wet,0.0,"siltepec el triunfo, chiapas, mexico",10.0,10.0,Typica,1550.0,2018_volpatto,No Specialty
7.42,7.0,7.5,7.58,7.5,2,0,10.0,Bluish-Green,Colombia,7.5,"July 19th, 2013",2013,0.0,Washed / Wet,0.0,huila,10.0,10.0,Caturra,1775.0,2018_volpatto,No Specialty
8.0,7.83,7.83,7.83,7.83,1,1,6.67,Bluish-Green,United States (Hawaii),7.83,"March 6th, 2013",2012,0.0,Natural / Dry,0.0,kona,10.0,10.0,Hawaiian Kona,,2018_volpatto,No Specialty
7.42,7.5,7.75,7.75,7.83,0,0,9.33,Bluish-Green,Brazil,7.75,"March 2nd, 2013",2012,0.12,Semi-Washed / Semi-Pulped,0.0,sul de minas,9.33,9.33,Bourbon,1250.0,2018_volpatto,No Specialty
7.33,7.33,7.83,7.83,7.67,0,1,10.0,Green,Guatemala,7.67,"February 26th, 2013",2013,0.11,Washed / Wet,0.0,oriente,9.33,9.33,Bourbon,1310.64,2018_volpatto,No Specialty
7.58,7.25,7.83,7.33,7.25,0,2,10.0,Green,Mexico,7.33,"August 31st, 2012",2012,0.12,Washed / Wet,0.0,veracruz,10.0,10.0,Bourbon,1500.0,2018_volpatto,No Specialty
7.5,7.25,7.33,7.5,7.5,0,10,10.0,Green,Mexico,7.33,"July 11th, 2012",2012,0.12,Semi-Washed / Semi-Pulped,0.0,coatepec,10.0,10.0,Typica,1250.0,2018_volpatto,No Specialty
7.5,7.25,7.33,7.25,7.5,0,2,10.0,,Brazil,7.67,"October 28th, 2011",2011,0.02,,0.0,cerrado,10.0,10.0,Mundo Novo,925.0,2018_volpatto,No Specialty
7.58,7.17,7.58,7.33,7.33,0,0,10.0,,Colombia,7.5,"June 14th, 2011",1t/2011,0.05,,0.0,huila,10.0,10.0,,1700.0,2018_volpatto,No Specialty
7.67,7.83,7.25,7.75,7.75,3,12,9.33,,United States (Hawaii),7.58,"May 24th, 2010",,0.02,,0.0,kona,10.0,9.33,,,2018_volpatto,No Specialty
7.42,7.25,7.5,7.33,7.42,0,1,10.0,Green,Guatemala,7.5,"June 22nd, 2017",2017,0.11,Washed / Wet,1.0,san marcos,10.0,10.0,Bourbon,1700.0,2018_volpatto,No Specialty
7.5,7.33,7.0,7.33,7.5,0,0,10.0,Bluish-Green,Vietnam,7.08,"December 21st, 2015",2014,0.12,Washed / Wet,0.0,vietnam,10.0,10.0,Caturra,1040.0,2018_volpatto,No Specialty
7.42,7.42,7.42,7.33,7.33,0,4,10.0,Bluish-Green,"Tanzania, United Republic Of",7.42,"January 8th, 2015",2014,0.12,Washed / Wet,0.0,ngorogoro,10.0,10.0,Other,1600.0,2018_volpatto,No Specialty
7.25,7.17,7.17,8.25,7.42,0,1,10.0,Bluish-Green,Brazil,7.25,"August 25th, 2014",2013,0.1,Natural / Dry,0.0,,10.0,10.0,,,2018_volpatto,No Specialty
7.42,7.33,7.5,7.25,7.25,2,9,10.0,,Mexico,7.5,"September 27th, 2012",2012,0.13,Washed / Wet,0.0,"tenango de doria, hidalgo",10.0,10.0,Bourbon,774.0,2018_volpatto,No Specialty
7.67,7.17,7.42,7.42,7.33,0,23,10.0,Green,Mexico,7.5,"September 10th, 2012",2012,0.13,Washed / Wet,0.0,tepictla,10.0,10.0,Mundo Novo,1250.0,2018_volpatto,No Specialty
