Country of Origin,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Moisture Percentage,Category One Defects,Quakers,Color,Category Two Defects,is_specialty
Mexico,7.83,7.83,7.58,7.92,7.42,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,5,1
Thailand,7.67,7.75,7.5,7.67,7.67,7.83,10.0,10.0,10.0,0.1,0,0.0,Bluish-Green,1,1
Brazil,7.58,7.67,7.67,7.75,7.58,7.83,10.0,10.0,10.0,0.11,0,2.0,Green,7,1
Taiwan,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10.0,10.0,0.11,0,0.0,Green,3,1
Colombia,7.75,7.67,7.5,7.75,7.83,7.75,10.0,10.0,10.0,0.11,1,0.0,Green,2,1
Colombia,7.75,7.58,7.5,7.83,7.75,7.92,10.0,10.0,10.0,0.0,1,3.0,,5,1
Taiwan,7.75,7.75,7.58,7.75,7.75,7.67,10.0,10.0,10.0,0.0,0,0.0,Blue-Green,0,1
Colombia,7.92,7.67,7.5,7.83,7.58,7.67,10.0,10.0,10.0,0.0,0,0.0,,0,1
Colombia,7.83,7.75,7.58,7.58,7.75,7.75,10.0,10.0,10.0,0.0,1,0.0,,1,1
Colombia,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,10.0,0.0,0,0.0,Green,1,1
Taiwan,8.0,7.92,7.92,7.92,7.67,7.33,10.0,10.0,10.0,0.06,0,0.0,Green,0,1
Colombia,7.67,7.83,7.67,7.75,7.67,7.83,10.0,10.0,10.0,0.12,0,0.0,Green,3,1
Mexico,7.67,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,0.12,10,0.0,Blue-Green,32,1
Mexico,7.5,7.67,7.58,7.83,7.75,7.75,10.0,10.0,10.0,0.11,0,0.0,,2,1
Mexico,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10.0,10.0,0.0,0,0.0,Green,2,1
Colombia,7.92,7.58,7.5,7.83,7.58,7.67,10.0,10.0,10.0,0.0,1,0.0,Green,6,1
Colombia,7.83,7.67,7.5,7.75,7.75,7.75,10.0,10.0,10.0,0.0,1,2.0,Green,0,1
Costa Rica,7.67,7.67,7.75,7.67,7.5,7.75,10.0,10.0,10.0,0.0,0,0.0,Blue-Green,0,1
Guatemala,7.75,7.75,7.5,7.75,7.83,7.58,10.0,10.0,10.0,0.11,0,7.0,Green,6,1
Taiwan,7.75,7.67,7.5,7.75,7.75,7.67,10.0,10.0,10.0,0.0,0,0.0,,0,1
Brazil,7.25,7.58,7.42,8.0,7.75,7.83,10.0,10.0,10.0,0.0,0,0.0,Green,0,1
Taiwan,7.67,7.75,7.67,7.75,7.42,7.75,10.0,10.0,10.0,0.0,0,0.0,Green,1,1
Ethiopia,7.75,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,0.12,0,0.0,Green,4,1
Brazil,7.67,7.67,7.58,7.5,7.83,8.17,10.0,10.0,9.33,0.0,0,0.0,Green,1,1
Costa Rica,7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,10.0,0.1,0,0.0,Green,3,1
Guatemala,7.58,7.83,7.33,8.0,7.58,7.75,10.0,10.0,10.0,0.1,0,0.0,Green,1,1
Brazil,7.92,7.5,7.33,7.67,8.17,7.5,10.0,10.0,10.0,0.1,0,0.0,Green,0,1
Ecuador,7.5,7.67,7.58,7.75,7.83,7.83,10.0,10.0,10.0,0.09,0,0.0,Bluish-Green,0,1
Colombia,7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,10.0,0.11,0,0.0,Green,1,1
Guatemala,7.5,7.83,7.5,7.83,7.83,7.67,10.0,10.0,10.0,0.11,0,0.0,Green,3,1
Mexico,7.67,8.0,7.67,7.42,7.67,7.5,10.0,10.0,10.0,0.1,0,0.0,Green,2,1
Mexico,7.67,7.58,7.5,7.75,7.75,7.75,10.0,10.0,10.0,0.11,0,0.0,,4,1
Brazil,7.83,7.83,7.58,7.67,7.5,7.58,10.0,10.0,10.0,0.12,0,0.0,Green,3,1
Thailand,7.75,7.75,7.58,8.0,7.67,7.58,10.0,10.0,10.0,0.02,0,0.0,,2,1
Thailand,7.5,7.83,7.58,7.58,7.75,7.83,10.0,10.0,10.0,0.01,0,0.0,,0,1
Ethiopia,7.58,7.83,7.58,8.0,7.83,7.5,10.0,10.0,10.0,0.1,0,0.0,,3,1
Kenya,7.75,7.58,7.5,7.58,7.75,7.75,10.0,10.0,10.0,0.11,0,0.0,Green,2,1
Brazil,7.67,7.67,7.58,7.75,7.67,7.67,10.0,10.0,10.0,0.11,0,0.0,Green,5,1
Colombia,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,10.0,0.11,0,0.0,Green,1,1
Taiwan,7.67,7.67,7.58,7.58,7.67,7.83,10.0,10.0,10.0,0.0,0,0.0,Green,0,1
Colombia,7.92,7.75,7.5,7.67,7.75,7.5,10.0,10.0,10.0,0.0,1,0.0,Green,4,1
China,7.83,7.75,7.67,7.5,7.58,7.67,10.0,10.0,10.0,0.1,0,1.0,Green,2,1
Colombia,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,0.0,0,0.0,Green,0,1
Uganda,8.0,7.92,7.58,7.75,7.33,7.5,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
United States (Puerto Rico),7.83,7.83,7.83,7.67,8.0,8.17,9.33,9.33,10.0,0.12,0,0.0,Green,1,1
Colombia,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,0.0,0,0.0,Green,5,1
Colombia,7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,10.0,0.0,0,0.0,Green,3,1
Colombia,7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,10.0,0.0,0,0.0,Blue-Green,1,1
Colombia,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,10.0,0.11,0,0.0,Green,3,1
United States (Hawaii),7.25,7.42,7.67,7.58,7.83,8.25,10.0,10.0,10.0,0.0,0,0.0,Bluish-Green,0,1
Mexico,7.83,7.58,7.58,7.5,7.75,7.67,10.0,10.0,10.0,0.13,5,0.0,,5,1
Guatemala,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,10.0,0.11,0,0.0,Bluish-Green,1,1
Colombia,7.83,7.83,7.58,7.33,7.42,7.67,10.0,10.0,10.0,0.1,0,0.0,,1,1
Colombia,7.75,7.67,7.25,7.25,7.58,8.5,10.0,10.0,10.0,0.06,0,0.0,,1,1
United States (Hawaii),7.83,7.67,7.75,7.67,7.58,7.5,10.0,10.0,10.0,0.0,0,0.0,,0,1
Brazil,7.67,7.83,7.5,7.67,7.67,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,2,1
Kenya,8.08,7.67,7.67,7.58,7.25,7.67,10.0,10.0,10.0,0.11,0,0.0,Bluish-Green,0,1
Honduras,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,10.0,0.1,0,0.0,Green,2,1
Nicaragua,7.67,7.75,7.67,7.67,7.83,7.58,10.0,10.0,10.0,0.1,0,0.0,Green,3,1
Brazil,7.58,7.75,7.58,7.75,7.58,7.58,10.0,10.0,10.0,0.11,0,2.0,Green,3,1
Taiwan,7.5,7.67,7.33,7.92,7.83,7.67,10.0,10.0,10.0,0.1,0,0.0,Bluish-Green,0,1
Costa Rica,7.33,7.67,7.67,7.5,7.67,7.5,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,1,1
Thailand,7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,10.0,0.12,0,0.0,Bluish-Green,0,1
Colombia,7.5,7.75,7.5,7.75,7.67,7.67,10.0,10.0,10.0,0.11,0,0.0,,4,1
Guatemala,8.0,7.5,7.33,8.0,8.0,8.0,9.33,10.0,10.0,0.1,0,0.0,Green,0,1
Colombia,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,10.0,0.0,0,0.0,Green,3,1
Colombia,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,10.0,0.0,0,0.0,Green,1,1
Guatemala,7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,10.0,0.12,1,0.0,Green,3,1
Guatemala,7.83,7.67,7.33,7.67,7.67,7.83,10.0,10.0,10.0,0.11,0,0.0,Green,2,1
Colombia,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,10.0,0.11,0,0.0,Green,1,1
Guatemala,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,0.11,0,0.0,Green,1,1
Guatemala,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,10.0,0.11,0,0.0,Green,13,1
Mexico,7.67,7.5,7.5,7.33,7.83,8.25,10.0,10.0,10.0,0.12,4,0.0,Green,11,1
Indonesia,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Guatemala,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,10.0,0.1,0,0.0,Green,0,1
United States (Hawaii),7.75,8.0,7.92,8.08,7.75,8.0,9.33,9.33,9.33,0.0,0,0.0,,0,1
Brazil,7.58,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,0.11,0,0.0,Green,5,1
Guatemala,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,0.11,0,1.0,Green,0,1
Colombia,7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,10.0,0.11,0,0.0,Green,4,1
China,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,0.1,0,1.0,Green,4,1
Colombia,7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,10.0,0.12,0,0.0,Green,3,1
Mexico,7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,10.0,0.12,1,0.0,Green,13,1
Ethiopia,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,10.0,0.0,0,0.0,,7,1
Uganda,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,0.12,0,0.0,Green,5,1
Colombia,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,0.0,0,0.0,Green,0,1
Colombia,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,10.0,0.12,0,0.0,Green,1,1
Colombia,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,10.0,0.0,0,0.0,,0,1
Taiwan,7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,10.0,0.11,0,0.0,Green,0,1
Colombia,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,0.11,0,0.0,Green,3,1
Mexico,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,0.12,0,0.0,,2,1
Colombia,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,0.11,0,0.0,Green,4,1
Brazil,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,0.12,0,0.0,Blue-Green,2,1
Colombia,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,0.0,0,0.0,Bluish-Green,5,1
Taiwan,7.58,7.58,7.17,7.17,7.0,7.0,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,0,1
Costa Rica,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,0.0,0,0.0,Blue-Green,0,1
Colombia,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,0.0,0,0.0,Green,0,1
Guatemala,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,0.1,0,2.0,Bluish-Green,5,1
Colombia,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,0.12,0,0.0,Green,4,1
"Tanzania, United Republic Of",7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,0.13,0,0.0,Green,21,1
Indonesia,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,0.13,0,0.0,Bluish-Green,8,1
Ethiopia,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,0.1,1,0.0,,18,1
Colombia,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,10.0,0.0,1,0.0,,0,1
Colombia,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,0.11,0,0.0,Green,0,1
Guatemala,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,0.1,0,0.0,Green,0,1
Colombia,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,0.0,2,0.0,,0,1
Honduras,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,0.1,0,0.0,Green,3,1
Colombia,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,0.0,1,0.0,Green,1,1
Colombia,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,0.11,0,,Green,2,1
Mexico,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,0.13,0,0.0,Green,14,1
Mexico,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,12,1
Mexico,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Guatemala,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,10.0,0.1,0,0.0,Green,5,1
Colombia,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,0.11,0,0.0,Green,0,1
Guatemala,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,0.0,3,0.0,Green,12,1
United States (Hawaii),7.5,7.67,7.58,7.92,7.58,7.67,10.0,10.0,10.0,0.01,0,0.0,,0,1
Indonesia,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,10.0,0.0,0,0.0,,0,1
Colombia,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,0.0,0,2.0,Green,1,1
Guatemala,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,0.1,0,0.0,Green,3,1
Colombia,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,0.11,0,0.0,Green,2,1
Costa Rica,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,0.09,0,0.0,Blue-Green,4,1
Taiwan,7.67,7.67,7.0,7.08,7.0,7.0,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,0,1
Uganda,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,0.11,0,0.0,Green,1,1
Thailand,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,0.13,0,0.0,Bluish-Green,0,1
El Salvador,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,0.11,0,0.0,,0,1
Colombia,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,0.12,4,0.0,Green,0,1
Brazil,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,0.12,0,0.0,Green,6,1
"Tanzania, United Republic Of",7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,0.13,0,0.0,Green,4,1
Colombia,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,0.12,0,0.0,Green,1,1
Guatemala,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,0.1,0,0.0,Green,1,1
Guatemala,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,0.1,0,0.0,Green,2,1
Guatemala,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,0.11,0,0.0,Green,0,1
United States (Hawaii),7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,0.0,0,0.0,Green,2,1
Colombia,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,0.11,0,0.0,Green,2,1
Colombia,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,10.0,0.1,1,0.0,,3,1
United States (Hawaii),7.5,7.92,7.42,7.67,7.83,7.58,10.0,10.0,10.0,0.01,0,0.0,,0,1
Thailand,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,10.0,0.11,0,0.0,,0,1
Mexico,7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,10.0,0.09,2,0.0,,4,1
Colombia,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,0.0,0,1.0,,0,1
Colombia,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,0.0,0,0.0,Blue-Green,0,1
Colombia,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,0.0,1,0.0,Green,2,1
Brazil,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,0.1,1,0.0,Green,5,1
Mexico,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,0.12,0,0.0,Green,2,1
Colombia,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,0.11,0,0.0,Green,1,1
"Tanzania, United Republic Of",7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,0.12,0,0.0,Green,6,1
Mexico,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Costa Rica,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,0.12,0,0.0,Green,3,1
United States (Hawaii),7.83,7.58,7.83,7.67,7.92,8.0,9.33,10.0,9.33,0.11,0,0.0,Bluish-Green,1,1
Costa Rica,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,0.11,0,0.0,Green,3,1
Peru,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,10.0,0.12,0,0.0,Green,5,1
Haiti,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,0.11,0,0.0,Green,4,1
Colombia,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,0.11,0,0.0,Green,1,1
Guatemala,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,0.11,0,0.0,Green,3,1
United States (Hawaii),7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,10.0,0.1,0,0.0,Bluish-Green,4,1
Burundi,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,10.0,0.0,0,0.0,,5,1
Colombia,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,0.0,0,0.0,Green,1,1
United States (Hawaii),8.08,7.83,7.83,7.75,7.67,7.58,9.33,10.0,9.33,0.01,0,0.0,,0,1
United States (Hawaii),7.58,7.67,7.58,7.5,7.83,7.67,10.0,10.0,10.0,0.0,0,0.0,,0,1
Mexico,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,0,1
Costa Rica,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,0.11,0,0.0,Green,0,1
Costa Rica,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,10.0,0.11,0,0.0,,0,1
Guatemala,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,0.11,0,2.0,Green,7,1
Uganda,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,0.12,0,0.0,Green,1,1
Brazil,7.58,7.67,7.42,7.5,7.67,7.42,10.0,10.0,10.0,0.12,0,0.0,Green,4,1
Colombia,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,0.0,0,0.0,Green,2,1
Mexico,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,0.12,0,0.0,Bluish-Green,2,1
Taiwan,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,0.1,0,0.0,Blue-Green,0,1
Taiwan,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,0.1,0,0.0,Green,0,1
Colombia,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,0.0,0,0.0,Green,0,1
Guatemala,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,0.1,0,0.0,Green,1,1
Colombia,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,0.11,0,0.0,Green,1,1
Mexico,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,0.12,0,0.0,Green,6,1
United States (Hawaii),7.58,7.75,7.83,8.0,8.08,7.67,9.33,10.0,9.33,0.11,0,0.0,Bluish-Green,4,1
Mexico,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,0.13,0,0.0,Green,7,1
Mexico,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,0.12,0,0.0,Blue-Green,0,1
Guatemala,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,0.11,0,0.0,Green,9,1
Brazil,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,1,1
Colombia,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,0.12,0,0.0,Green,1,1
Colombia,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,0.11,0,0.0,Green,0,1
Colombia,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,10.0,0.08,0,0.0,,0,1
Colombia,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,0.13,0,0.0,,1,1
Colombia,7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,10.0,0.04,0,0.0,,1,1
Brazil,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,0.11,0,0.0,Green,4,1
Guatemala,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,0.1,0,0.0,Green,1,1
"Tanzania, United Republic Of",7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,0.12,0,0.0,Green,3,1
Peru,7.92,7.5,7.5,7.58,7.67,7.5,10.0,10.0,10.0,0.11,0,1.0,Green,0,1
Vietnam,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,0.07,0,0.0,,0,1
Guatemala,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,10.0,0.11,2,2.0,Green,3,1
Honduras,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,0.11,0,1.0,Blue-Green,1,1
China,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,10.0,0.11,0,0.0,Green,0,1
China,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,0.1,0,0.0,Green,3,1
El Salvador,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,10.0,0.0,0,0.0,Green,0,1
Guatemala,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,1,1
Guatemala,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,0.12,0,0.0,Green,3,1
Kenya,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,0.1,0,0.0,Bluish-Green,1,1
Thailand,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,10.0,0.12,0,0.0,Bluish-Green,0,1
"Tanzania, United Republic Of",7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,0.13,0,0.0,Bluish-Green,6,1
Colombia,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,0.0,0,0.0,,4,1
Uganda,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,0.1,0,0.0,Bluish-Green,0,1
Colombia,7.58,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,0.11,10,0.0,Green,3,1
Honduras,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,0.1,0,0.0,Green,5,1
Honduras,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,0.11,0,0.0,Green,3,1
Guatemala,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,10.0,0.09,0,0.0,Green,1,1
United States (Hawaii),7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,10.0,0.11,0,0.0,Bluish-Green,0,1
"Tanzania, United Republic Of",7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,0.12,0,0.0,Green,1,1
Guatemala,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,10.0,0.11,0,0.0,Green,2,1
Mexico,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,0.11,0,0.0,Green,2,1
Mexico,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,10.0,0.12,3,0.0,,8,1
Mexico,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,10.0,0.14,0,0.0,,10,1
Colombia,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,10.0,0.11,1,0.0,Green,2,1
Mexico,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,10.0,0.13,0,0.0,Green,5,1
Colombia,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,0,1
Mexico,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,10.0,0.11,0,0.0,,5,1
Brazil,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,0.12,0,0.0,Green,1,1
Brazil,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,4,1
Guatemala,7.75,7.5,7.67,7.5,7.92,8.0,10.0,10.0,9.33,0.0,0,0.0,Green,10,1
Brazil,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,10.0,0.12,0,0.0,Blue-Green,3,1
Brazil,7.58,7.75,7.67,7.5,7.67,7.58,10.0,10.0,10.0,0.02,0,0.0,,2,1
El Salvador,7.42,7.83,8.17,8.08,7.17,7.58,10.0,9.33,10.0,0.14,0,0.0,,3,1
Ethiopia,7.75,8.0,7.67,8.08,7.83,7.92,9.33,9.33,9.33,0.01,0,0.0,,0,1
Colombia,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,10.0,0.0,0,1.0,Green,4,1
Colombia,7.75,7.5,7.5,7.42,8.0,7.75,10.0,10.0,10.0,0.0,1,2.0,Green,5,1
Brazil,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,10.0,0.11,0,2.0,Bluish-Green,2,1
Brazil,7.33,7.67,7.67,7.33,7.75,7.42,10.0,10.0,10.0,0.0,0,0.0,Green,3,1
Taiwan,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,0.0,0,0.0,Green,0,1
Brazil,7.42,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,0.11,0,0.0,Green,13,1
Brazil,7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,10.0,0.0,0,0.0,Green,1,1
Costa Rica,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,0.1,0,0.0,Green,3,1
United States (Hawaii),7.33,7.75,7.58,7.33,7.83,7.67,10.0,10.0,10.0,0.12,0,0.0,Bluish-Green,8,1
Taiwan,7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,10.0,0.11,0,0.0,,0,1
United States (Hawaii),7.83,7.83,7.33,7.17,7.75,7.67,10.0,10.0,10.0,0.1,0,0.0,Bluish-Green,0,1
Mexico,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,0.1,0,0.0,,1,1
United States (Hawaii),7.67,7.58,7.5,7.67,7.92,8.0,9.33,9.33,10.0,0.0,1,0.0,,4,1
United States (Hawaii),7.33,7.58,7.58,7.92,7.67,7.58,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Colombia,7.33,7.33,7.33,7.58,7.25,8.08,10.0,10.0,10.0,0.01,0,0.0,,0,1
